IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
-0.2610	0.0606	-0.7575	-0.6339	-0.0098	-0.4989	1.0433	1.6097	0.7294	0.1438	1.0690	0.7217	-0.6544	0.8973	-0.0142	-1.4184	0.7777	0.3756	1.0361	1.6789	0.5449	-0.3726	0.1679	1.1906	-0.3112	-1.2041	-0.4140	-1.2106	0.3318	-0.4065	0.7159	-0.6699	0.2276	0.3926	0.3063	-0.4705	-0.5289	0.5483	-0.8675	1.0558	-0.5279	-0.2112	0.7921	-0.3901	1.0505	-0.3180	1.0051	-0.8507	0.1033
-0.2669	-0.4660	-0.1692	-1.0800	0.2777	0.1273	-0.0309	2.0039	1.1289	-1.3688	-0.1806	0.6154	-0.2044	1.8409	-0.4304	-1.3960	0.9099	-0.4165	1.1404	0.8355	-0.3572	-1.1677	0.3941	0.1461	-0.4692	-0.3405	0.9896	-1.0383	0.1748	-0.8577	0.4483	0.6307	0.3768	0.8688	1.1791	0.4560	0.3992	-0.9120	-0.2607	-0.4751	-0.5542	0.8817	0.3952	0.1516	-0.3939	0.0762	1.0742	-0.7072	-0.3612
-0.1590	-0.5277	-0.8800	-0.7180	0.2537	0.2180	0.2335	1.1093	0.8962	0.5620	-0.2889	0.7054	0.2181	0.6395	-0.2243	-0.7366	0.4737	0.2230	0.5122	0.9156	0.2012	-0.0055	0.3361	-0.0435	-0.1597	0.9832	-0.1589	-0.7424	0.3361	-0.6120	-0.0153	0.3169	0.7318	0.2959	0.9207	0.2073	-0.2538	-0.7577	0.3179	0.2383	-0.0510	0.4824	0.0017	-0.0312	-0.0359	-0.2056	-0.4778	-0.4096	-0.8623
-0.4154	0.5079	-0.9669	-0.2011	0.6114	1.0414	-0.7328	1.5038	1.3047	-0.3254	0.7749	0.3857	0.3522	0.3107	0.2457	-0.3438	-0.2944	0.2602	-0.1490	1.9012	0.1192	-1.0874	0.1348	-0.2166	-0.4284	-0.1654	-0.1695	-0.1922	-0.0405	0.9079	0.4817	0.3899	1.3533	1.0137	1.5992	-0.2763	0.5704	0.1226	0.1844	0.6010	0.4068	-0.5590	1.0362	-0.4915	0.0372	0.4603	-0.0329	0.3001	-0.3493
-0.6316	0.0087	0.1816	-0.1515	0.8445	0.9293	-1.0469	1.6161	0.6247	-0.3549	0.1374	0.0611	0.5512	0.9979	-0.7932	-0.1260	-0.1883	-0.6611	0.2183	0.8211	-0.9981	-0.8255	-0.4595	-0.6880	-0.3870	-0.0198	0.3427	0.6505	-0.0883	0.9034	0.1361	-0.2840	0.4626	1.1989	2.0135	-0.5761	1.0838	-0.9049	0.9666	0.1668	-0.1654	-0.6822	0.2791	0.3717	-1.2979	0.4303	0.3471	1.1458	-0.0360
-0.1494	0.4393	0.0054	-0.1033	0.8766	-0.2480	0.1166	0.8668	0.2825	0.7856	-0.1646	-0.1762	-0.3479	0.8132	-0.6696	-0.2395	-0.4168	0.8539	-0.2869	0.3130	1.0649	0.7083	-0.3493	0.6637	0.3429	-0.0522	-0.3437	0.4757	1.1391	0.5284	-0.9090	-0.6134	0.3416	0.0177	0.6560	0.4187	0.4820	-0.4765	0.9211	-0.4709	-0.4212	0.8157	-0.2288	0.0591	0.0302	-0.0011	0.5992	0.0740	0.0091
-0.7985	-0.6164	0.3006	0.8363	1.6086	-1.1997	-0.9954	0.8457	0.3610	-0.1388	-0.2188	-2.0155	-1.0239	-0.7603	0.0065	-0.3513	-1.0661	0.7859	-0.5878	0.0239	0.3782	-0.4524	0.0717	0.3066	-0.2932	-1.0638	0.5890	1.0367	0.2183	0.4886	-0.3778	0.0856	1.0027	-0.2339	0.6157	0.7129	-0.0727	-0.4713	0.1038	-0.4734	-0.4305	0.8196	-1.1109	0.0576	-0.1235	-0.8157	-0.4616	0.1899	-0.5693
-0.9849	-0.7167	-0.4370	1.0861	1.4470	-0.7940	-0.1462	0.1529	-0.2401	1.2733	0.1417	-1.8015	-0.9617	-1.9898	0.1094	0.6131	-1.0246	1.0105	-0.3539	-0.7679	0.0267	0.9067	0.7260	-0.1694	-0.1490	-0.7086	-0.1750	1.2279	-0.1432	0.9934	-1.2959	0.8043	0.6677	-1.2746	-0.5150	-0.5355	0.1208	0.1476	0.4654	1.1475	-0.2606	0.2583	-1.5230	1.4225	0.6093	-0.1099	-0.1741	0.2544	-0.5693
-0.6826	-0.3937	0.0775	0.4855	0.6789	-0.5356	-0.5879	0.2658	0.1130	-0.4240	0.5475	-0.9800	-1.0338	-1.3737	0.4484	0.0233	-0.3530	0.4005	-0.8209	0.0612	0.0276	-0.3082	0.8931	-0.3191	0.0187	0.1875	0.2585	0.6416	0.0313	1.6109	-1.3745	0.7857	0.6497	-0.8938	0.3043	0.5179	0.6182	0.4136	0.8887	1.0427	-0.9803	0.7136	-0.6346	0.9927	0.3298	-0.1379	0.6099	0.0563	-0.5100
-0.2183	-1.1623	0.2622	0.6516	0.4578	-0.0418	-0.7051	-0.4783	-0.3141	0.1094	-0.3107	-0.2084	-0.0699	-1.0994	0.0701	-0.0850	-0.6752	-0.0762	-0.5494	-0.7480	-0.0531	0.0591	0.3919	0.1641	-0.6113	1.3324	1.0647	0.5200	-0.8264	0.4484	-0.7501	-0.3036	0.5062	-0.3954	0.6924	1.2533	-0.8272	-0.6442	0.8460	0.7095	-1.2720	-0.4146	-0.9744	0.5559	0.9821	-1.0892	0.6425	0.1297	-0.5288
-0.5482	0.1953	-0.0823	0.2872	-0.4790	-0.1091	0.1224	-0.8473	-0.4974	0.5245	0.3682	1.0672	-0.5340	-0.3885	1.0911	-0.1759	-0.1872	0.2552	-0.1169	-0.2157	0.6183	-0.3705	0.2057	0.3406	-0.5872	0.7279	0.3372	0.0136	-0.2335	-0.0028	0.2193	0.2665	0.6209	-0.3554	-0.4054	-0.3107	-0.9180	-0.0606	-0.6824	2.2558	-0.4230	-0.1960	-0.5979	0.1343	0.4023	0.8158	0.4565	-0.3470	-0.1597
